startup_name,industry,sub_industry,city,investors,funding_round,funding_amount_usd,date,data_source,year,was_url
Urbansolutions,SaaS,DevTools,Pune,"IFC, Omidyar Network",Seed,233000.0,2021-10-26,2020_2025,2021.0,False
Hyperloop,AgriTech,Supply Chain,Mumbai,"Info Edge, Mirae Asset",Seed,113000.0,2023-09-17,2020_2025,2023.0,False
Skillflow,Mobility,Ride Sharing,Pune,"Mirae Asset, Prosus Ventures",Pre-Series A,132000.0,2021-08-03,2020_2025,2021.0,False
Farmfit,AgriTech,Supply Chain,Bengaluru,Ventures India,Seed,174000.0,2025-04-20,2020_2025,2025.0,False
Cloudsolutions,E-commerce,Quick Commerce,Kolkata,Y Combinator,Series B,68288000.0,2020-12-25,2020_2025,2020.0,False
Homefoods,Enterprise,Automation,Pune,"LCatterton, Sequoia Capital India, Tiger Global",Seed,165000.0,2024-10-30,2020_2025,2024.0,False
Hyperlabs,AgriTech,Smart Farming,Chennai,Tiger Global Management,Seed,339000.0,2022-04-09,2020_2025,2022.0,False
Lenskart,Retail,Fashion,Kolkata,Accel,Series D,252342000.0,2025-02-26,2020_2025,2025.0,False
Aerostack,AgriTech,Smart Farming,Noida,Ventures India,Seed,191000.0,2024-11-17,2020_2025,2024.0,False
Homeanalytics,HealthTech,Telemedicine,Noida,"Bessemer Venture Partners, Lightspeed India",Series B,73980000.0,2022-12-22,2020_2025,2022.0,False
Nextflow,Enterprise,Automation,Delhi,Lightspeed India,Seed,1741000.0,2020-10-26,2020_2025,2020.0,False
Hyperloop,RealEstate,PropTech,Delhi,"A91 Partners, Mirae Asset",Bridge,127000.0,2023-07-10,2020_2025,2023.0,False
Edumart,AgriTech,Marketplace,Ahmedabad,"Info Edge, Mirae Asset, SoftBank Vision Fund",Seed,313000.0,2025-06-11,2020_2025,2025.0,False
Oyo,Retail,Grocery,Ahmedabad,SoftBank Vision Fund,Seed,152000.0,2022-11-05,2020_2025,2022.0,False
Edubox_144,SaaS,HRTech,Mumbai,Omidyar Network,Series B,11014000.0,2025-06-24,2020_2025,2025.0,False
Cleardekho,FoodTech,Food Delivery,Ahmedabad,"Info Edge, LCatterton, Zodius Capital",Series A,1105000.0,2024-06-09,2020_2025,2024.0,False
Finfoods,Consumer Electronics,Smart Home,Delhi,Zodius Capital,Bridge,474000.0,2022-07-11,2020_2025,2022.0,False
Datahive,E-commerce,Grocery,Delhi,"Falcon Edge, Tiger Global Management",Pre-Seed,64000.0,2023-12-20,2020_2025,2023.0,False
Nextsense,Logistics,Supply Chain,Chennai,"Ribbit Capital, Tiger Global",Series C,22992000.0,2023-10-22,2020_2025,2023.0,False
Workstack_149,E-commerce,Grocery,Chennai,"Nexus Venture Partners, Omidyar Network, Tiger Global Management",Seed,140000.0,2024-01-22,2020_2025,2024.0,False
Healthrise,HealthTech,Pharmacy,Hyderabad,"Kalaari Capital, Omidyar Network, Peak XV",Bridge,1426000.0,2023-12-01,2020_2025,2023.0,False
Freshtech,RealEstate,Home Services,Delhi,"Accel, LCatterton, Tiger Global Management",Series B,9715000.0,2024-08-24,2020_2025,2024.0,False
Innovaccer,Mobility,EV,Bengaluru,SoftBank Vision Fund,Pre-Series A,140000.0,2021-01-04,2020_2025,2021.0,False
Myntra,EdTech,K12,Delhi,Falcon Edge,Seed,304000.0,2021-08-28,2020_2025,2021.0,False
Growthconnect,Retail,Fashion,Delhi,Blume Ventures,Series A,14428000.0,2020-11-11,2020_2025,2020.0,False
Dream11,Media,Content,Bengaluru,"Elevation Capital, Info Edge, Matrix Partners India",Pre-Series A,175000.0,2023-10-17,2020_2025,2023.0,False
Edumart,EdTech,UpSkilling,Kolkata,Prosus Ventures,Angel,37000.0,2021-02-01,2020_2025,2021.0,False
Dailyhunt,Consumer Electronics,Wearables,Chennai,Zodius Capital,Series A,7866000.0,2022-05-07,2020_2025,2022.0,False
Finsense,FinTech,InsurTech,Pune,"Elevation Capital, IFC, Zodius Capital",Series A,1903000.0,2020-07-29,2020_2025,2020.0,False
Bharatpe,Logistics,Supply Chain,Noida,Peak XV,Seed,734000.0,2022-06-14,2020_2025,2022.0,False
Homeanalytics,SaaS,B2B SaaS,Chennai,Matrix Partners India,Seed,194000.0,2022-10-25,2020_2025,2022.0,False
Healthrise,FinTech,WealthTech,Mumbai,Bessemer Venture Partners,Series D,214425000.0,2023-08-24,2020_2025,2023.0,False
Finsense_162,Enterprise,Security,Delhi,"LCatterton, Omidyar Network",Series C,111204000.0,2022-08-18,2020_2025,2022.0,False
Phonepe,Logistics,Last Mile,Delhi,"Accel, Falcon Edge",Series A,4267000.0,2024-01-29,2020_2025,2024.0,False
Smarttech,E-commerce,Quick Commerce,Gurugram,"Accel, Info Edge",Pre-Series A,123000.0,2024-06-13,2020_2025,2024.0,False
Chargebee,AgriTech,Marketplace,Bengaluru,Kedaara Capital,Series B,50673000.0,2023-03-23,2020_2025,2023.0,False
Cars24,FoodTech,Cloud Kitchen,Ahmedabad,"Blume Ventures, Prosus Ventures",Pre-Series A,209000.0,2023-03-14,2020_2025,2023.0,False
Sharechat,E-commerce,Grocery,Noida,"IFC, Sequoia Capital India",Series A,1657000.0,2022-11-05,2020_2025,2022.0,False
Farmfit,SaaS,HRTech,Bengaluru,Matrix Partners India,Pre-Series A,110000.0,2020-05-18,2020_2025,2020.0,False
Zomato,Retail,Fashion,Pune,"Ribbit Capital, SoftBank Vision Fund",Seed,442000.0,2021-12-22,2020_2025,2021.0,False
Smartmart,Consumer Electronics,Smart Home,Delhi,"Bessemer Venture Partners, Elevation Capital, Info Edge",Series C,125287000.0,2020-05-09,2020_2025,2020.0,False
Farmfit,FinTech,WealthTech,Hyderabad,"Mirae Asset, Sequoia Capital India",Series A,1046000.0,2024-07-27,2020_2025,2024.0,False
Finfoods,Enterprise,Analytics,Pune,Info Edge,Seed,331000.0,2024-06-25,2020_2025,2024.0,False
Foodfit,FoodTech,Food Delivery,Delhi,Peak XV,Series A,1847000.0,2022-10-15,2020_2025,2022.0,False
Nextstack,Media,Content,Mumbai,A91 Partners,Series A,5738000.0,2024-08-11,2020_2025,2024.0,False
Agrisense,SaaS,HRTech,Hyderabad,"Blume Ventures, Info Edge",Series A,1604000.0,2024-01-09,2020_2025,2024.0,False
Edumart_176,Enterprise,Security,Ahmedabad,"Peak XV, Tiger Global, Tiger Global Management",Debt,7325000.0,2021-07-16,2020_2025,2021.0,False
Coreconnect,Retail,Fashion,Delhi,"Info Edge, Prosus Ventures",Bridge,208000.0,2020-10-19,2020_2025,2020.0,False
Freshsolutions_178,Retail,Fashion,Pune,"Nexus Venture Partners, Sequoia Capital India",Pre-Series A,864000.0,2025-04-28,2020_2025,2025.0,False
Edubox,SaaS,MarTech,Mumbai,Kalaari Capital,Series A,1451000.0,2022-12-20,2020_2025,2022.0,False
Quantumsolutions,E-commerce,Quick Commerce,Delhi,"Bessemer Venture Partners, Nexus Venture Partners",Series A,2518000.0,2022-03-03,2020_2025,2022.0,False
Edumart,AgriTech,Smart Farming,Kolkata,Info Edge,Seed,76000.0,2020-10-04,2020_2025,2020.0,False
Ola,E-commerce,D2C,Pune,Elevation Capital,Series B,64925000.0,2023-01-31,2020_2025,2023.0,False
Nextsense,Media,Streaming,Delhi,Nexus Venture Partners,Series C,215209000.0,2022-11-07,2020_2025,2022.0,False
Cloudpay,EdTech,Coding Bootcamp,Bengaluru,Mirae Asset,Pre-Series A,181000.0,2023-03-18,2020_2025,2023.0,False
Logisense,E-commerce,Quick Commerce,Hyderabad,"Kalaari Capital, Mirae Asset",Pre-Series A,457000.0,2024-01-08,2020_2025,2024.0,False
Groww,HealthTech,Pharmacy,Mumbai,"IFC, SoftBank Vision Fund",Series A,9144000.0,2023-10-24,2020_2025,2023.0,False
Bluetech,HealthTech,Health Analytics,Noida,Falcon Edge,Angel,26000.0,2020-04-23,2020_2025,2020.0,False
Oyo,HealthTech,Diagnostics,Pune,Peak XV,Angel,24000.0,2021-04-06,2020_2025,2021.0,False
Healthanalytics,Logistics,Last Mile,Noida,Omidyar Network,Seed,122000.0,2023-07-04,2020_2025,2023.0,False
Bounce,Mobility,Micro Mobility,Delhi,Blume Ventures,Series A,1287000.0,2023-04-04,2020_2025,2023.0,False
Bluespace,AgriTech,Supply Chain,Bengaluru,"Bessemer Venture Partners, Lightspeed India, Matrix Partners India",Seed,1369000.0,2025-04-26,2020_2025,2025.0,False
Skillrise,FinTech,InsurTech,Noida,Mirae Asset,Seed,1385000.0,2025-05-13,2020_2025,2025.0,False
Coreconnect,E-commerce,Quick Commerce,Delhi,"Lightspeed India, Omidyar Network",Series A,5554000.0,2022-09-18,2020_2025,2022.0,False
Hyperlabs,SaaS,HRTech,Chennai,"A91 Partners, SoftBank Vision Fund",Seed,175000.0,2022-01-28,2020_2025,2022.0,False
Inmobi,E-commerce,D2C,Kolkata,Elevation Capital,Seed,181000.0,2020-07-17,2020_2025,2020.0,False
Aerohub,FoodTech,Cloud Kitchen,Delhi,"Blume Ventures, Kedaara Capital",Series C,142830000.0,2025-03-27,2020_2025,2025.0,False
Nextsense,Mobility,EV,Kolkata,Accel,Growth,533548000.0,2022-10-15,2020_2025,2022.0,False
Drivefit,EdTech,K12,Ahmedabad,Mirae Asset,Pre-Series A,771000.0,2020-04-13,2020_2025,2020.0,False
Corespace,FinTech,Payments,Chennai,"Kalaari Capital, Tiger Global, Y Combinator",Seed,888000.0,2021-06-25,2020_2025,2021.0,False
Udaan,AgriTech,Marketplace,Gurugram,Kalaari Capital,Pre-Series A,439000.0,2021-08-14,2020_2025,2021.0,False
Edubox,Logistics,Fleet Management,Ahmedabad,Kalaari Capital,Seed,68000.0,2025-06-19,2020_2025,2025.0,False
Bluespace,SaaS,DevTools,Gurugram,Tiger Global,Series A,1549000.0,2022-04-02,2020_2025,2022.0,False
Workstack,Mobility,EV,Delhi,SoftBank Vision Fund,Series A,11397000.0,2022-11-21,2020_2025,2022.0,False
Foodloop,AgriTech,Marketplace,Hyderabad,"Falcon Edge, Kedaara Capital",Series A,5167000.0,2022-11-04,2020_2025,2022.0,False
Delhivery,Consumer Electronics,Audio,Pune,"Bessemer Venture Partners, Omidyar Network",Seed,52000.0,2020-08-12,2020_2025,2020.0,False
Growthflow,Logistics,Fleet Management,Ahmedabad,Omidyar Network,Series A,1316000.0,2024-01-17,2020_2025,2024.0,False
Lenskart,Mobility,Micro Mobility,Ahmedabad,Zodius Capital,Series C,120606000.0,2022-02-17,2020_2025,2022.0,False
Homemart_208,Media,Social,Gurugram,"Nexus Venture Partners, Prosus Ventures",Pre-Seed,20000.0,2021-10-04,2020_2025,2021.0,False
Flipkart,Mobility,Micro Mobility,Kolkata,"Lightspeed India, Nexus Venture Partners, Tiger Global",Growth,76432000.0,2024-02-15,2020_2025,2024.0,False
Neosense,Consumer Electronics,Smart Home,Chennai,"LCatterton, SoftBank Vision Fund",Seed,379000.0,2020-12-20,2020_2025,2020.0,False
Agrifit,Enterprise,Automation,Hyderabad,Elevation Capital,Series A,6512000.0,2021-01-28,2020_2025,2021.0,False
Delhivery,EdTech,UpSkilling,Hyderabad,"A91 Partners, Mirae Asset",Series B,30480000.0,2023-11-14,2020_2025,2023.0,False
Skillsolutions,AgriTech,Marketplace,Noida,"Peak XV, Zodius Capital",Pre-Series A,168000.0,2025-06-30,2020_2025,2025.0,False
Greenconnect,Logistics,Fleet Management,Mumbai,"Lightspeed India, Matrix Partners India, Mirae Asset",Seed,692000.0,2022-06-24,2020_2025,2022.0,False
Skillflow,Media,Content,Delhi,"Matrix Partners India, Tiger Global",Seed,120000.0,2024-02-26,2020_2025,2024.0,False
Zepto,RealEstate,PropTech,Bengaluru,"Mirae Asset, Nexus Venture Partners, Prosus Ventures",Seed,166000.0,2021-11-07,2020_2025,2021.0,False
Nextsense,Consumer Electronics,Wearables,Gurugram,Elevation Capital,Series C,150998000.0,2021-08-11,2020_2025,2021.0,False
Healthworks,E-commerce,Grocery,Gurugram,LCatterton,Series A,5808000.0,2024-01-20,2020_2025,2024.0,False
Nobroker,FoodTech,Cloud Kitchen,Bengaluru,"Blume Ventures, Ventures India",Debt,19590000.0,2022-03-24,2020_2025,2022.0,False
Cars24,FinTech,Payments,Hyderabad,Elevation Capital,Series A,5935000.0,2020-08-07,2020_2025,2020.0,False
Nimbuslabs,HealthTech,Health Analytics,Hyderabad,Blume Ventures,Seed,407000.0,2020-08-18,2020_2025,2020.0,False
Logirise,Media,Social,Bengaluru,A91 Partners,Series B,6483000.0,2024-06-07,2020_2025,2024.0,False
Cloudlabs,Enterprise,Automation,Chennai,Accel,Series C,54137000.0,2022-11-21,2020_2025,2022.0,False
Wakefit,HealthTech,Diagnostics,Kolkata,Matrix Partners India,Seed,133000.0,2021-05-23,2020_2025,2021.0,False
Finspace,Logistics,Supply Chain,Hyderabad,Matrix Partners India,Series A,1936000.0,2023-03-19,2020_2025,2023.0,False
Sharechat,Media,Social,Bengaluru,Blume Ventures,Series B,74232000.0,2022-08-11,2020_2025,2022.0,False
Aeroanalytics,Media,Content,Mumbai,Y Combinator,Series B,14870000.0,2025-04-10,2020_2025,2025.0,False
Homeanalytics,HealthTech,Health Analytics,Delhi,Kalaari Capital,Series A,11198000.0,2023-05-25,2020_2025,2023.0,False
Corespace,Retail,Fashion,Gurugram,"Accel, IFC",Series C,110486000.0,2023-10-25,2020_2025,2023.0,False
Edumart,SaaS,B2B SaaS,Ahmedabad,"LCatterton, Lightspeed India",Seed,938000.0,2024-08-24,2020_2025,2024.0,False
Workpay,Enterprise,Automation,Kolkata,"Accel, Falcon Edge, Omidyar Network",Seed,319000.0,2021-02-24,2020_2025,2021.0,False
Nimbusmart,Mobility,EV,Kolkata,"Prosus Ventures, SoftBank Vision Fund",Series A,4770000.0,2023-02-18,2020_2025,2023.0,False
Dataanalytics,Enterprise,Analytics,Gurugram,"SoftBank Vision Fund, Tiger Global",Series A,3795000.0,2020-04-02,2020_2025,2020.0,False
Healthworks,E-commerce,Fashion,Bengaluru,Ventures India,Seed,103000.0,2021-01-03,2020_2025,2021.0,False
Quantumdrive,FoodTech,Food Delivery,Chennai,"IFC, Nexus Venture Partners",Pre-Series A,528000.0,2023-10-30,2020_2025,2023.0,False
Housejoy,HealthTech,Health Analytics,Noida,Zodius Capital,Seed,141000.0,2025-06-27,2020_2025,2025.0,False
Dataanalytics,Consumer Electronics,Smart Home,Noida,Matrix Partners India,Pre-Series A,106000.0,2022-02-15,2020_2025,2022.0,False
Foodsolutions,EdTech,Test Prep,Bengaluru,"IFC, Ventures India",Series C,114859000.0,2022-05-08,2020_2025,2022.0,False
Phonepe,EdTech,K12,Mumbai,"Kedaara Capital, Omidyar Network",Seed,96000.0,2020-03-09,2020_2025,2020.0,False
Postman,EdTech,Test Prep,Chennai,Ventures India,Series A,12766000.0,2023-01-10,2020_2025,2023.0,False
Nimbusmart,Logistics,Last Mile,Ahmedabad,"IFC, Matrix Partners India, Zodius Capital",Seed,1687000.0,2023-05-09,2020_2025,2023.0,False
Homeanalytics,Logistics,Last Mile,Noida,"Info Edge, LCatterton, Ribbit Capital",Bridge,1461000.0,2024-12-06,2020_2025,2024.0,False
Nimbuslabs_243,SaaS,MarTech,Noida,"Nexus Venture Partners, Y Combinator",Seed,196000.0,2022-05-02,2020_2025,2022.0,False
Farmbox,EdTech,UpSkilling,Delhi,A91 Partners,Series C,20855000.0,2025-02-16,2020_2025,2025.0,False
Skillrise,HealthTech,Health Analytics,Gurugram,"Accel, Info Edge, Y Combinator",Seed,1535000.0,2021-11-07,2020_2025,2021.0,False
Finfoods_246,FoodTech,Grocery,Ahmedabad,Blume Ventures,Series A,3188000.0,2024-11-24,2020_2025,2024.0,False
Greenedge,Enterprise,Security,Hyderabad,Peak XV,Bridge,1769000.0,2020-02-01,2020_2025,2020.0,False
Housejoy,Media,Content,Gurugram,Kalaari Capital,Series B,72324000.0,2023-12-12,2020_2025,2023.0,False
Mediworks,Retail,Grocery,Chennai,SoftBank Vision Fund,Series A,10074000.0,2023-08-21,2020_2025,2023.0,False
Sharechat,Mobility,EV,Kolkata,"SoftBank Vision Fund, Ventures India",Seed,148000.0,2024-01-19,2020_2025,2024.0,False
Coreflow,FoodTech,Cloud Kitchen,Ahmedabad,Sequoia Capital India,Growth,138147000.0,2024-02-27,2020_2025,2024.0,False
Skillrise,EdTech,UpSkilling,Gurugram,Mirae Asset,Pre-Series A,710000.0,2024-09-02,2020_2025,2024.0,False
Bluespace,Enterprise,Security,Kolkata,Blume Ventures,Series A,2359000.0,2024-02-09,2020_2025,2024.0,False
Neolabs,Mobility,Micro Mobility,Bengaluru,Peak XV,Series A,1582000.0,2024-09-14,2020_2025,2024.0,False
Postman,Retail,E-Retail,Chennai,Tiger Global,Seed,390000.0,2023-07-15,2020_2025,2023.0,False
Workpay_256,Mobility,EV,Pune,"LCatterton, Peak XV, Prosus Ventures",Seed,1580000.0,2023-07-30,2020_2025,2023.0,False
Phonepe,FinTech,NeoBank,Noida,"Falcon Edge, Kedaara Capital",Pre-Series A,497000.0,2020-02-04,2020_2025,2020.0,False
Smarttech_258,Enterprise,Automation,Chennai,Accel,Series C,93643000.0,2025-02-06,2020_2025,2025.0,False
Wakefit,Mobility,Ride Sharing,Gurugram,Zodius Capital,Seed,72000.0,2022-12-14,2020_2025,2022.0,False
Nextstack,E-commerce,D2C,Chennai,"IFC, Lightspeed India, Prosus Ventures",Series A,5288000.0,2021-05-13,2020_2025,2021.0,False
Greenmart,FoodTech,Food Delivery,Noida,Kedaara Capital,Series A,14601000.0,2023-07-28,2020_2025,2023.0,False
Workfit,FoodTech,Grocery,Pune,LCatterton,Series A,1461000.0,2024-10-23,2020_2025,2024.0,False
Razorpay,EdTech,K12,Ahmedabad,Prosus Ventures,Series A,4070000.0,2020-04-05,2020_2025,2020.0,False
Quantumsolutions,AgriTech,Marketplace,Bengaluru,Sequoia Capital India,Seed,1272000.0,2024-10-07,2020_2025,2024.0,False
Farmtech,Retail,Fashion,Chennai,A91 Partners,Angel,46000.0,2021-09-04,2020_2025,2021.0,False
Urbandrive,Mobility,EV,Chennai,"Falcon Edge, Kedaara Capital, Tiger Global Management",Series C,132064000.0,2020-10-13,2020_2025,2020.0,False
Udaan,E-commerce,Fashion,Gurugram,"Peak XV, Ventures India",Series D,252031000.0,2021-11-28,2020_2025,2021.0,False
Automart,SaaS,B2B SaaS,Hyderabad,"A91 Partners, Lightspeed India",Series C,52945000.0,2022-07-11,2020_2025,2022.0,False
Urbansolutions,RealEstate,Rental Tech,Chennai,Bessemer Venture Partners,Seed,148000.0,2023-06-20,2020_2025,2023.0,False
Groww,E-commerce,D2C,Delhi,"Blume Ventures, Kalaari Capital, Y Combinator",Pre-Series A,645000.0,2024-05-24,2020_2025,2024.0,False
Bounce,FinTech,WealthTech,Kolkata,Nexus Venture Partners,Pre-Series A,646000.0,2021-07-06,2020_2025,2021.0,False
Dataedge,Mobility,Micro Mobility,Noida,Y Combinator,Pre-Series A,736000.0,2020-02-23,2020_2025,2020.0,False
Bounce,AgriTech,Marketplace,Pune,Kalaari Capital,Growth,556750000.0,2020-01-26,2020_2025,2020.0,False
Workfit,Mobility,Ride Sharing,Ahmedabad,"Blume Ventures, Matrix Partners India",Series A,3994000.0,2023-11-04,2020_2025,2023.0,False
Nextstack,E-commerce,Marketplace,Chennai,"Bessemer Venture Partners, Y Combinator",Seed,318000.0,2021-09-05,2020_2025,2021.0,False
Logimart,Consumer Electronics,Smart Home,Ahmedabad,Elevation Capital,Seed,950000.0,2020-08-07,2020_2025,2020.0,False
Automart,AgriTech,Smart Farming,Pune,"Nexus Venture Partners, SoftBank Vision Fund, Tiger Global Management",Series A,5813000.0,2022-05-31,2020_2025,2022.0,False
Cloudpay,HealthTech,Health Analytics,Pune,"A91 Partners, Matrix Partners India, Mirae Asset",Seed,666000.0,2023-11-24,2020_2025,2023.0,False
Urbansolutions,Retail,Grocery,Pune,Omidyar Network,Seed,942000.0,2023-02-28,2020_2025,2023.0,False
Bluetech,Mobility,Ride Sharing,Kolkata,"Bessemer Venture Partners, Zodius Capital",Bridge,1333000.0,2021-03-05,2020_2025,2021.0,False
Cred,Enterprise,Security,Kolkata,Matrix Partners India,Seed,174000.0,2021-09-12,2020_2025,2021.0,False
Hyperloop,Retail,Grocery,Mumbai,"Falcon Edge, Omidyar Network",Series A,2765000.0,2023-05-09,2020_2025,2023.0,False
Quantumdrive,Retail,Grocery,Noida,Accel,Series A,1290000.0,2025-02-15,2020_2025,2025.0,False
Logimart,SaaS,DevTools,Ahmedabad,"Ribbit Capital, SoftBank Vision Fund, Tiger Global Management",Pre-Seed,76000.0,2023-08-14,2020_2025,2023.0,False
Paytm,E-commerce,Quick Commerce,Mumbai,"A91 Partners, Falcon Edge, Omidyar Network",Seed,57000.0,2022-11-11,2020_2025,2022.0,False
Edumart,Consumer Electronics,Smart Home,Ahmedabad,Tiger Global Management,Series B,18181000.0,2020-11-04,2020_2025,2020.0,False
Agrihive,FoodTech,Cloud Kitchen,Mumbai,Y Combinator,Series D,174427000.0,2024-02-04,2020_2025,2024.0,False
Datahive,EdTech,Coding Bootcamp,Pune,"Elevation Capital, Kedaara Capital, SoftBank Vision Fund",Series A,2173000.0,2022-06-16,2020_2025,2022.0,False
Porter,FinTech,WealthTech,Mumbai,"Blume Ventures, Matrix Partners India",Series B,25728000.0,2020-12-02,2020_2025,2020.0,False
Driveloop,EdTech,Coding Bootcamp,Delhi,"Kalaari Capital, Ventures India",Seed,56000.0,2023-09-08,2020_2025,2023.0,False
Bluerise,FoodTech,Food Delivery,Bengaluru,Ventures India,Series B,5546000.0,2021-02-25,2020_2025,2021.0,False
Byju'S,AgriTech,Supply Chain,Noida,Info Edge,Seed,1040000.0,2021-10-29,2020_2025,2021.0,False
Curefit,RealEstate,Home Services,Noida,Kalaari Capital,Bridge,189000.0,2021-10-03,2020_2025,2021.0,False
Porter,SaaS,HRTech,Kolkata,"Elevation Capital, Kedaara Capital, Omidyar Network",Series A,1411000.0,2024-07-24,2020_2025,2024.0,False
Workfit,SaaS,B2B SaaS,Gurugram,Kedaara Capital,Seed,343000.0,2021-01-09,2020_2025,2021.0,False
Urbandrive,HealthTech,Health Analytics,Chennai,"Kedaara Capital, Ribbit Capital",Seed,856000.0,2023-07-25,2020_2025,2023.0,False
Nobroker,Mobility,Ride Sharing,Kolkata,Zodius Capital,Seed,111000.0,2021-01-18,2020_2025,2021.0,False
Udaan,Enterprise,Security,Bengaluru,"Falcon Edge, Tiger Global Management",Series A,5402000.0,2021-02-03,2020_2025,2021.0,False
Nimbuslabs,Consumer Electronics,Wearables,Kolkata,"Sequoia Capital India, Ventures India",Series A,1260000.0,2020-06-18,2020_2025,2020.0,False
Cars24,FinTech,WealthTech,Gurugram,"A91 Partners, Bessemer Venture Partners",Series A,1150000.0,2020-12-10,2020_2025,2020.0,False
Nimbuslabs,E-commerce,Grocery,Mumbai,A91 Partners,Seed,355000.0,2023-01-17,2020_2025,2023.0,False
Razorpay,Retail,Fashion,Kolkata,Ventures India,Series A,4324000.0,2022-05-20,2020_2025,2022.0,False
Logimart,FinTech,InsurTech,Hyderabad,Info Edge,Seed,525000.0,2024-07-30,2020_2025,2024.0,False
Housejoy,Retail,E-Retail,Gurugram,"Kedaara Capital, Ribbit Capital, Y Combinator",Series C,142883000.0,2023-04-19,2020_2025,2023.0,False
Dream11,AgriTech,Supply Chain,Gurugram,A91 Partners,Series C,281010000.0,2024-07-07,2020_2025,2024.0,False
Quantumsolutions,HealthTech,Pharmacy,Hyderabad,"Prosus Ventures, Tiger Global Management",Seed,336000.0,2021-07-01,2020_2025,2021.0,False
Wakefit,HealthTech,Health Analytics,Bengaluru,"IFC, Matrix Partners India, Nexus Venture Partners",Debt,744000.0,2024-11-10,2020_2025,2024.0,False
Agrisense,Retail,Fashion,Chennai,"Info Edge, Kalaari Capital, Matrix Partners India",Series A,8614000.0,2023-03-28,2020_2025,2023.0,False
Bounce,FoodTech,Grocery,Hyderabad,Info Edge,Series B,10595000.0,2024-12-01,2020_2025,2024.0,False
Myntra,SaaS,B2B SaaS,Mumbai,"Prosus Ventures, Tiger Global, Y Combinator",Series B,16887000.0,2022-07-27,2020_2025,2022.0,False
Automart,FoodTech,Cloud Kitchen,Kolkata,SoftBank Vision Fund,Seed,67000.0,2024-08-23,2020_2025,2024.0,False
Logisense,Consumer Electronics,Wearables,Bengaluru,"Peak XV, Sequoia Capital India",Pre-Seed,21000.0,2023-07-06,2020_2025,2023.0,False
Nextsense,FinTech,InsurTech,Gurugram,IFC,Debt,39642000.0,2025-02-05,2020_2025,2025.0,False
Oyo,HealthTech,Pharmacy,Mumbai,Y Combinator,Series B,50768000.0,2021-05-27,2020_2025,2021.0,False
Dream11,FinTech,InsurTech,Hyderabad,Info Edge,Series B,34436000.0,2024-03-26,2020_2025,2024.0,False
Bounce,Media,Social,Bengaluru,Omidyar Network,Seed,226000.0,2020-06-08,2020_2025,2020.0,False
Ola,FinTech,Payments,Pune,"Kedaara Capital, Mirae Asset",Series C,31977000.0,2024-10-27,2020_2025,2024.0,False
Homefoods,Media,Social,Mumbai,Nexus Venture Partners,Seed,89000.0,2024-12-09,2020_2025,2024.0,False
Hyperspace,RealEstate,PropTech,Mumbai,"Info Edge, Ribbit Capital",Series A,1969000.0,2020-01-18,2020_2025,2020.0,False
Meesho,RealEstate,Rental Tech,Delhi,"Info Edge, LCatterton, Lightspeed India",Angel,26000.0,2023-06-15,2020_2025,2023.0,False
Finsense,AgriTech,Marketplace,Chennai,Bessemer Venture Partners,Pre-Series A,518000.0,2022-05-29,2020_2025,2022.0,False
Logimart,E-commerce,Marketplace,Noida,"Elevation Capital, Peak XV",Series A,5977000.0,2024-01-16,2020_2025,2024.0,False
Growthflow,RealEstate,Home Services,Gurugram,Ventures India,Series A,2134000.0,2022-11-09,2020_2025,2022.0,False
Urban Company,RealEstate,PropTech,Gurugram,Mirae Asset,Series A,13274000.0,2020-08-18,2020_2025,2020.0,False
Groww,Mobility,Ride Sharing,Pune,"A91 Partners, IFC",Angel,46000.0,2020-09-27,2020_2025,2020.0,False
Mobikwik,Mobility,Micro Mobility,Delhi,Sequoia Capital India,Series C,89743000.0,2025-05-08,2020_2025,2025.0,False
Cred,FinTech,WealthTech,Gurugram,"Falcon Edge, Ribbit Capital",Pre-Seed,82000.0,2020-05-03,2020_2025,2020.0,False
Aeroanalytics,FoodTech,Grocery,Chennai,"Elevation Capital, Ribbit Capital",Seed,235000.0,2023-01-03,2020_2025,2023.0,False
Freshtech_329,EdTech,K12,Noida,"Ribbit Capital, Ventures India",Seed,125000.0,2023-04-16,2020_2025,2023.0,False
Freshtech,Media,Social,Bengaluru,"Nexus Venture Partners, Omidyar Network",Seed,186000.0,2025-03-08,2020_2025,2025.0,False
Nimbusmart,Media,Streaming,Delhi,Kedaara Capital,Seed,819000.0,2023-12-20,2020_2025,2023.0,False
Bharatpe,Consumer Electronics,Wearables,Noida,"Matrix Partners India, Ventures India, Y Combinator",Series A,1040000.0,2024-08-11,2020_2025,2024.0,False
Nextstack,E-commerce,Quick Commerce,Pune,"Kedaara Capital, Tiger Global",Series C,27387000.0,2021-07-11,2020_2025,2021.0,False
Dunzo,Consumer Electronics,Wearables,Noida,Blume Ventures,Pre-Series A,111000.0,2022-10-20,2020_2025,2022.0,False
Zomato,AgriTech,Marketplace,Mumbai,Tiger Global,Seed,58000.0,2022-11-08,2020_2025,2022.0,False
Urbanstack,Consumer Electronics,Wearables,Chennai,A91 Partners,Angel,65000.0,2021-01-01,2020_2025,2021.0,False
Quantumdrive,EdTech,Coding Bootcamp,Pune,"Falcon Edge, Y Combinator",Seed,670000.0,2020-06-08,2020_2025,2020.0,False
